,Downloaded,pos_x,pos_y,pos_z,cm_x,cm_y,cm_z,mass,sfr,halfmassrad,m_stars,Z_gas,m_gas
6,0,8613.12,23953.8,21985.1,8612.76,23954.5,21984.9,46.157,6.73157,35.0404,3.96774,0.0211006,3.21215
9,0,8271.08,23637.5,20376.7,8270.53,23633.2,20382.4,27.3716,2.40258,38.2043,1.67019,0.0222836,1.367
11,0,6532.8,23619.6,20125.7,6531.48,23621.5,20124.1,17.0492,1.59666,31.9326,0.913152,0.0337458,1.4356
12,0,8531.28,24028.3,21724.9,8534.21,24027.7,21724.8,14.6955,3.17895,26.2995,1.01771,0.024496,1.13093
13,0,8055.44,24388.5,21570.6,8055.69,24390.2,21570.0,12.7041,2.02747,21.7713,1.06896,0.0342713,0.620024
14,0,7105.23,24308.2,20402.5,7105.93,24309.6,20399.6,11.9485,2.1927,26.7192,1.05988,0.0361607,0.357822
16,0,7648.86,23933.3,20589.2,7647.91,23933.6,20589.5,7.14611,2.20645,11.0735,1.50966,0.0543662,0.080872
17,0,8408.85,23404.1,20238.9,8409.07,23404.0,20238.9,8.47619,1.58052,16.1834,0.896457,0.0219857,0.517009
25243,0,5863.02,25292.1,23404.5,5860.8,25285.9,23395.5,38.1134,4.90937,43.2437,2.73738,0.0195681,2.92403
25244,0,6114.31,25685.5,22467.8,6111.77,25676.8,22468.9,21.1326,4.92912,39.8314,0.446542,0.0113809,3.01622
25247,0,6901.69,25429.3,23198.1,6900.78,25429.7,23198.9,8.41854,1.96433,15.0445,1.2909,0.0348325,0.351517
25249,0,7023.24,25947.8,23425.0,7020.76,25947.2,23424.7,8.69581,3.10989,16.5641,0.82753,0.0285218,0.625738
41133,0,28006.2,7362.91,3055.15,27996.6,7327.2,3113.95,36.0524,5.62053,79.2965,0.880004,0.0156972,5.61736
41137,0,28135.7,7578.03,4159.32,28134.6,7577.71,4159.1,14.4536,9.86089,14.2131,2.84521,0.0403202,0.534635
41138,0,27772.5,7271.69,3879.84,27772.7,7271.77,3879.36,18.7116,7.05056,30.7699,0.591676,0.0111198,2.37486
41139,0,27457.1,6757.64,4804.86,27453.5,6753.3,4802.94,18.2533,6.8867,36.4423,0.646947,0.0192055,1.76772
41140,0,28017.4,7242.39,3353.08,28016.6,7243.95,3353.67,12.9625,5.71443,24.4948,0.979672,0.0223298,1.56288
41141,0,28088.5,7216.6,4251.64,28088.0,7216.6,4251.15,9.59416,2.91962,12.6537,1.74267,0.00770116,1.00133
41144,0,27978.3,7627.43,5013.26,27978.4,7627.23,5011.92,7.3251,2.3048,14.8056,0.95262,0.0303004,0.368686
41146,0,28271.9,7622.66,3759.36,28268.8,7621.16,3762.1,6.8001,1.45128,18.9209,0.669918,0.0231146,0.58594
55633,0,23190.1,14995.2,3146.2,23193.3,14993.4,3143.61,15.7836,6.67236,24.6185,1.02506,0.0144023,2.19653
55638,0,22997.6,15962.8,3272.56,22997.3,15962.9,3273.05,11.9851,1.78283,20.4662,1.34226,0.038406,0.507072
55639,0,23737.3,15213.1,3362.53,23734.8,15212.3,3361.89,12.8678,3.93747,28.1795,0.615353,0.0166709,1.31408
55640,0,23855.0,14860.6,2896.79,23856.0,14851.0,2893.16,11.6778,1.75606,39.6635,0.209702,0.00932148,1.78787
55641,0,23145.6,15142.4,3381.29,23144.9,15141.5,3380.67,9.32558,6.68483,20.0194,0.654608,0.0157935,1.20322
55643,0,22709.7,15470.1,3467.58,22710.7,15473.9,3470.96,6.94336,2.02899,21.3566,0.293794,0.0130544,0.49184
70416,0,32531.6,30155.0,12176.4,32533.7,30159.8,12176.0,45.8722,5.4308,29.0892,6.32742,0.0108179,3.17146
70417,0,32268.7,30138.6,11885.4,32268.0,30138.5,11884.0,18.8607,4.83108,17.4413,3.48882,0.0249685,1.2465
70418,0,32553.2,30093.9,11890.5,32553.2,30094.2,11891.4,14.8129,1.23691,18.2619,2.39997,0.0323431,0.581663
70420,0,32465.2,30236.0,12192.7,32465.7,30237.0,12194.4,7.70944,8.20521,13.3389,1.27657,0.0175341,1.27883
70421,0,32826.6,30188.8,11966.5,32825.3,30189.3,11965.4,9.35055,2.41601,18.3292,1.17686,0.0382647,0.64817
79614,0,4773.35,17757.2,12561.2,4773.55,17757.3,12560.8,8.64944,4.61942,18.6865,0.678741,0.0187328,0.899435
79616,0,4863.76,17983.2,12749.1,4862.35,17983.7,12749.8,7.35619,2.57915,19.1327,0.383706,0.012459,0.989697
87129,0,16208.1,29476.5,25740.1,16217.0,29475.7,25727.7,46.1917,9.99662,53.2507,3.02983,0.0347685,5.52558
87132,0,16172.8,30004.3,26154.3,16172.6,29968.4,26190.5,37.4252,7.65701,67.726,0.880644,0.0204933,4.56293
87133,0,15901.5,29994.2,26305.7,15902.3,29997.8,26307.9,21.8124,8.11312,33.4308,1.46433,0.0281895,2.44947
87134,0,15883.4,28927.9,25618.9,15885.5,28927.1,25617.7,11.2309,7.77417,21.2823,0.913919,0.0164816,2.63135
87135,0,16029.9,29445.2,25450.2,16026.2,29450.0,25434.9,15.7792,2.66735,44.6133,0.363998,0.0144308,2.11205
87136,0,16266.8,29832.6,26290.0,16262.4,29839.4,26282.1,7.93702,2.23622,21.428,0.376076,0.0174618,1.38953
94860,0,23124.5,4550.2,6227.44,23124.3,4550.18,6227.38,20.4011,1.71948,3.6526,12.4302,0.0179369,0.254591
94861,0,22643.3,4198.72,5987.9,22637.2,4209.98,5984.06,20.7042,5.14218,42.0963,0.93045,0.0252429,2.21717
94862,0,22770.6,4549.02,6149.08,22770.4,4546.71,6150.07,14.8096,7.99677,22.0716,1.71847,0.0273717,1.11414
94863,0,23238.6,4419.44,6420.56,23237.8,4419.7,6419.52,12.5409,4.13488,19.3577,1.40124,0.0380201,0.636833
101013,0,8791.3,9197.89,3045.1,8790.73,9197.49,3042.2,17.0206,2.45279,29.2328,1.34888,0.0325165,0.674917
101014,0,8517.84,8882.16,3207.77,8514.15,8878.3,3208.37,8.96991,3.03382,27.0242,0.39115,0.0124002,1.90389
101015,0,8577.65,8702.9,3202.93,8577.18,8703.17,3203.36,7.58186,3.20348,15.8191,0.656115,0.0223379,0.691158
106003,0,571.599,15341.3,12811.6,571.842,15339.7,12810.3,13.2666,8.24267,10.7027,3.01768,0.040069,0.908514
110865,0,27928.3,2891.87,6234.83,27927.4,2891.71,6235.54,17.7952,2.41745,35.1218,0.726199,0.0177225,1.89807
110866,0,27098.4,2737.88,7207.44,27098.4,2737.91,7206.96,9.04525,4.41685,8.3731,2.52272,0.0330142,0.559399
110867,0,27730.7,2487.36,6671.27,27736.5,2491.32,6669.44,6.82713,1.77205,21.526,0.187478,0.00887921,1.21948
114773,0,23214.2,25753.1,5362.17,23211.7,25755.1,5361.81,21.6278,4.84939,42.8082,0.440208,0.0118538,2.75212
118814,0,16834.3,236.504,30697.0,16834.0,241.965,30695.6,12.7598,2.5348,37.8326,0.247601,0.013089,1.83634
126647,0,31732.0,33809.5,6609.17,31731.6,33809.3,6610.4,7.67524,1.1352,18.1062,0.420777,0.0212585,0.65742
130257,0,4177.57,22216.1,16065.0,4178.26,22217.3,16065.5,12.447,4.73921,16.7792,1.71531,0.0291272,1.11137
130258,0,3941.72,22035.5,15868.3,3941.57,22036.0,15868.8,6.8241,1.91266,20.8986,0.260145,0.0162908,0.65303
135874,0,34548.5,30326.9,20180.9,34548.6,30328.3,20180.9,8.76766,4.76757,12.0396,1.43786,0.0302781,0.530344
138978,0,34081.6,31834.5,19061.0,34083.2,31835.4,19061.3,17.8036,2.89272,28.5821,1.74174,0.0696208,0.833558
141966,0,18407.9,34799.2,27810.5,18406.5,34799.0,27811.7,7.30537,4.11602,12.818,0.961289,0.0217885,0.889089
148672,0,1697.54,5999.64,26233.8,1700.37,5998.57,26235.5,6.80247,1.29136,26.1541,0.15794,0.0107215,1.03113
151038,0,30827.2,20312.4,5472.52,30828.6,20308.8,5466.7,34.9819,9.25154,55.5831,1.26933,0.0202203,5.06232
153495,0,7033.31,18555.6,22349.9,7034.99,18557.3,22350.5,20.2094,4.40572,23.3776,2.27749,0.0349325,1.90445
156086,0,7739.74,26188.2,31024.7,7739.12,26189.2,31026.0,9.43505,2.51961,16.093,1.054,0.0221485,0.730588
160372,0,14980.6,30902.0,28318.4,14981.8,30903.2,28318.8,7.92042,6.7677,10.1214,1.89527,0.0329209,0.92329
160373,0,14548.1,30417.4,28405.7,14545.3,30418.0,28403.8,10.8251,2.13076,36.4684,0.151125,0.0076478,1.6368
162740,0,1526.16,3728.15,34462.0,1517.62,3723.33,34462.6,13.6665,2.56469,28.4716,0.597527,0.0183787,1.82278
162741,0,1037.05,3624.05,34398.9,1038.31,3617.13,34393.2,12.0544,3.02844,36.7705,0.423906,0.0144044,2.35597
162742,0,1806.18,3687.09,34522.3,1808.03,3684.93,34519.3,11.1853,2.65424,32.1037,0.506029,0.0176551,2.15356
162743,0,2522.31,3658.83,34487.5,2523.06,3661.04,34486.5,8.19984,3.07169,21.9667,0.278785,0.00947894,1.33845
169402,0,17081.2,19822.0,22590.2,17081.1,19821.6,22590.4,8.29351,4.21027,14.3653,1.36475,0.0253727,0.81648
171739,0,21256.5,2618.85,14932.3,21257.0,2613.48,14931.9,14.407,4.50696,33.8395,0.405022,0.0133994,1.71985
174076,0,22676.4,5578.35,30453.4,22676.6,5578.93,30453.9,9.7091,2.59235,20.1752,0.622226,0.018658,1.34099
174077,0,22944.6,5412.78,30662.1,22937.2,5420.74,30672.8,11.2806,1.32325,36.5006,0.100488,0.00515147,1.61796
174078,0,22835.0,5495.48,30498.3,22835.3,5493.85,30499.8,7.64726,5.04168,25.2446,0.242306,0.0111508,1.29054
179343,0,18099.9,5309.58,30589.1,18099.9,5309.35,30589.3,6.82636,1.46201,4.4962,2.56809,0.0162852,0.267929
187651,0,3641.41,21665.2,14967.9,3624.41,21677.6,14980.4,24.3104,6.41281,38.6574,1.63432,0.0232706,4.32038
188937,0,7491.0,7012.43,31843.8,7493.21,7013.3,31844.5,19.36,7.59908,37.836,1.01231,0.0195995,2.02223
194156,0,24171.7,14416.5,3498.27,24171.8,14417.9,3496.28,43.5338,4.10112,39.2286,3.47022,0.0357281,2.2397
198352,0,20520.0,19629.4,17658.6,20522.3,19627.5,17661.1,11.7826,2.0665,31.1051,0.655738,0.0326516,1.31538
198353,0,20663.0,19396.0,17439.5,20665.8,19398.5,17438.0,10.0603,1.0895,27.1439,0.507454,0.0410002,0.678474
199679,0,21727.0,20855.5,15764.4,21726.4,20855.4,15765.1,15.5272,5.1617,24.5479,1.52722,0.0251574,1.10425
200753,0,23620.3,5838.79,31849.0,23619.0,5845.53,31844.3,48.1681,6.08289,48.9623,3.77288,0.0232008,4.05079
202096,0,30427.5,12419.8,7830.27,30428.8,12417.2,7828.82,6.80669,3.58424,21.1448,0.272664,0.00709559,2.0468
204985,0,21268.1,19847.6,16496.7,21279.0,19863.6,16466.1,23.5967,3.34003,53.0264,0.743631,0.0266354,3.32226
206387,0,29997.5,22137.2,34899.4,29996.0,22135.7,34910.0,20.5056,7.19138,42.8824,0.943457,0.0202755,2.67209
206388,0,29133.0,22135.0,34964.7,29140.2,22142.3,34969.8,15.8534,3.64033,33.2588,0.4338,0.00979351,2.92434
208604,0,32089.0,17887.1,10618.9,32088.4,17884.6,10622.4,17.6294,5.13582,37.38,0.74186,0.0178271,1.98426
210928,0,34032.7,9100.08,11361.5,34033.5,9141.32,11354.2,29.944,1.66364,79.3257,0.318627,0.00943744,4.18711
210929,0,34432.6,9594.07,11477.4,34432.4,9592.76,11476.4,20.3857,7.12923,22.7515,1.97744,0.0326359,1.9313
213280,0,905.637,22386.9,6964.68,906.078,22389.6,6970.9,18.7277,5.99138,32.1631,0.853952,0.0182751,1.77866
214138,0,15441.8,28887.1,28242.9,15444.1,28886.9,28243.1,7.4513,1.2087,24.1232,0.233634,0.0172135,0.870316
215166,0,17157.1,32455.8,28191.7,17155.1,32454.7,28193.0,8.91712,1.20899,34.9147,0.151726,0.0113878,1.21144
215167,0,17149.7,32765.9,27984.9,17149.5,32766.3,27985.0,8.92959,1.51514,32.0016,0.161213,0.0120651,0.756471
217774,0,25036.8,25031.5,9508.96,25036.5,25032.6,9509.81,10.6754,6.06846,19.3136,0.820298,0.021229,1.29874
221044,0,21889.9,4087.01,5533.94,21888.3,4085.26,5531.16,7.8627,1.67478,22.1778,0.342541,0.0182425,0.611858
223375,0,29251.1,12305.2,1954.79,29247.0,12314.1,1961.94,30.7555,8.12444,44.7809,1.2881,0.022587,2.66862
223376,0,29216.6,12897.3,2199.96,29218.6,12895.1,2197.11,15.2972,7.78901,28.1506,0.793014,0.0150885,1.44795
223377,0,29122.2,12479.3,2072.31,29120.2,12476.3,2075.51,9.70597,1.79914,28.1257,0.165515,0.0067767,1.75757
225858,0,3779.81,14824.0,12588.2,3784.74,14834.9,12584.0,22.6728,2.10233,48.1867,0.341363,0.00983156,3.47032
229970,0,21254.4,3277.75,14112.3,21256.7,3268.69,14110.6,12.5388,2.19808,41.9043,0.176322,0.00844211,2.0482
230939,0,18227.0,28223.5,25363.3,18226.1,28224.5,25363.3,11.077,1.38101,37.9592,0.165513,0.00812538,1.52734
232768,0,31902.1,5719.7,29677.7,31902.3,5730.3,29684.9,40.1959,5.48761,58.5589,1.07561,0.0235775,5.51537
237550,0,10237.0,27010.0,15881.0,10237.6,27011.6,15879.7,15.5886,3.3763,34.3804,0.563482,0.0174595,1.75443
238586,0,23711.7,23625.9,4902.36,23709.4,23627.6,4903.31,11.2918,1.16425,19.5413,1.36339,0.0250816,0.81683
238587,0,23708.4,23801.9,4866.35,23708.5,23803.8,4864.42,7.74832,1.64314,18.5801,0.680401,0.0246925,1.17616
243291,0,2715.5,18624.9,5876.82,2734.02,18627.8,5869.79,15.0426,4.51732,38.9022,0.472479,0.0170414,2.57425
243292,0,2851.69,18537.2,5811.45,2855.05,18540.2,5807.36,9.78865,2.35504,28.5706,0.132607,0.00446818,1.81786
244163,0,623.488,10900.9,34760.6,623.549,10901.1,34760.0,10.3728,9.38612,11.049,1.39107,0.0367386,1.252
244165,0,310.292,11023.9,34850.3,312.181,11022.1,34851.6,9.78139,1.53762,27.1888,0.43789,0.0192883,1.12167
247698,0,16713.6,34264.2,30158.2,16713.8,34265.9,30157.5,21.3573,5.7931,24.8486,2.20516,0.0308178,1.70626
249044,0,18267.2,26013.9,23757.4,18265.1,26013.0,23755.6,20.3138,3.29983,32.6568,1.26009,0.0288949,1.44701
249045,0,18387.2,26155.2,23533.5,18387.6,26156.3,23533.6,7.45334,7.03739,11.0946,0.912085,0.0209101,1.03964
250976,0,27468.1,6667.12,1173.34,27468.0,6677.17,1185.46,20.7091,6.60621,59.3485,0.403973,0.010358,4.50602
255169,0,2474.0,21041.9,13387.3,2471.85,21046.4,13390.4,12.9359,1.78297,32.999,0.490153,0.0303693,1.29325
264433,0,24528.9,25734.9,10587.5,24548.3,25731.2,10589.2,56.6589,9.35955,84.5724,1.54904,0.0207578,6.59691
264434,0,24684.1,25591.7,10426.0,24683.4,25591.6,10424.5,21.4533,9.43234,29.3843,1.27609,0.0198998,2.52999
264435,0,24289.0,25490.3,10522.4,24290.0,25486.5,10520.9,11.7256,1.64691,36.9392,0.283026,0.0196732,1.49587
268588,0,4923.23,31924.1,22922.2,4924.26,31923.0,22923.5,15.6729,4.97523,33.6501,0.396101,0.0118175,2.13754
268589,0,4740.86,32190.0,23052.2,4741.09,32188.9,23050.8,8.60724,8.09702,10.858,1.31438,0.027613,1.16639
270431,0,21569.7,929.83,12845.7,21570.5,929.202,12845.3,21.2388,9.40228,25.99,1.74313,0.0248285,1.88323
272802,0,20076.6,20474.6,19765.6,20052.6,20520.3,19765.9,53.5076,7.53141,80.9727,1.50069,0.0303427,6.38985
276193,0,15857.2,33203.6,29479.6,15860.8,33204.6,29478.8,8.29381,2.32694,20.8247,0.406499,0.0185475,0.808882
276808,0,14844.6,4669.18,32032.9,14840.3,4667.79,32031.8,7.85892,1.83191,26.4361,0.152472,0.00950539,1.07085
279433,0,9754.65,11838.3,3563.82,9753.34,11835.5,3564.65,9.46657,2.63655,24.0661,0.416979,0.016674,1.1848
282180,0,11585.6,18917.1,3516.26,11586.4,18917.4,3517.15,9.0541,4.0767,16.2596,0.849546,0.0180074,1.21397
282699,0,14403.5,20723.7,10527.1,14405.7,20720.6,10524.5,15.8547,3.08487,36.7496,0.608941,0.0208245,1.67286
286304,0,32013.0,12201.8,1285.93,32009.8,12200.5,1285.28,13.8585,3.54164,37.2997,0.314724,0.0114736,2.07958
286305,0,31818.1,12133.2,1378.97,31819.0,12134.4,1376.07,11.5563,2.0972,26.5779,0.50216,0.0206463,1.26456
288610,0,26071.6,3631.59,32610.2,26047.9,3560.43,32588.7,58.4379,7.29186,92.3057,1.85539,0.0288576,6.06288
288611,0,25977.5,3408.56,32560.3,25972.3,3412.29,32556.0,15.4736,2.46445,33.1416,0.634265,0.012498,1.63952
289699,0,20406.2,17055.9,4516.19,20418.8,17044.1,4519.86,56.821,5.85678,96.334,1.80288,0.0181794,5.72338
289700,0,20576.9,16996.7,4486.68,20577.9,16990.9,4487.36,10.4272,1.94532,25.041,0.618877,0.0233271,0.862273
290854,0,17840.3,34768.0,29582.0,17848.6,34774.1,29579.8,30.0906,5.51253,55.6982,1.33985,0.0247255,2.91244
290855,0,18039.3,34736.2,29334.2,18042.5,34738.2,29330.6,24.9896,7.34711,40.9031,0.624318,0.0130125,3.67227
293180,0,15213.3,28185.0,26247.1,15214.2,28184.5,26246.5,12.0115,3.48749,19.1002,0.892837,0.0256351,1.01273
294317,0,13182.9,3234.03,1797.51,13183.7,3231.82,1800.22,7.37474,1.80083,24.9159,0.208941,0.014224,1.1922
296011,0,13445.6,3032.39,1046.75,13444.1,3031.75,1047.36,14.6059,2.43114,26.5203,0.875526,0.029209,1.28233
300680,0,10530.5,18465.0,10669.7,10502.4,18476.6,10676.6,47.5021,8.4511,90.0785,1.05086,0.0231587,5.67496
300681,0,10522.1,18620.3,10462.2,10519.5,18634.1,10453.3,14.9991,2.06821,43.9815,0.181649,0.00974526,2.1662
301311,0,29221.6,8194.72,4044.97,29228.7,8202.35,4061.28,66.0963,7.93022,84.9066,2.52876,0.0275718,6.34786
302516,0,17566.2,16549.6,2678.76,17593.1,16523.6,2676.57,48.0957,6.13769,71.0979,1.57716,0.0203303,5.49262
302517,0,17736.0,16429.5,2610.7,17734.5,16428.4,2611.85,15.4435,3.48893,28.3301,0.781504,0.0180712,2.08574
302905,0,13093.6,25324.4,23621.6,13096.0,25322.5,23618.5,50.3077,9.02541,55.8195,2.28263,0.0211699,5.83726
302906,0,12988.4,25301.2,23304.3,12988.3,25306.9,23302.4,17.239,3.0172,36.2017,0.554293,0.0170608,1.81452
304415,0,8371.89,26244.8,27725.0,8392.62,26233.9,27706.2,66.053,6.80329,89.6779,2.57143,0.0355005,6.42681
305303,0,16375.3,32777.8,29404.9,16376.5,32806.8,29421.2,49.8328,5.88309,87.4751,1.04356,0.0179882,6.93211
305304,0,16430.6,32875.4,29432.0,16430.6,32875.2,29431.9,8.10623,4.70711,12.6351,1.10497,0.029353,0.531556
305978,0,21589.6,2953.04,24943.6,21597.9,2948.77,24933.9,39.4666,6.97429,57.387,1.21497,0.0236035,4.88489
305979,0,21760.0,2819.68,24625.8,21757.5,2818.75,24630.3,22.423,4.2991,40.3194,0.73905,0.0150941,2.23861
307244,0,14673.0,1835.4,20859.7,14662.5,1827.93,20877.2,67.0984,5.69858,82.4322,2.29404,0.0392206,6.93506
308254,0,8039.96,3327.05,33143.7,8037.25,3326.73,33145.6,64.4169,9.99869,73.9165,3.11901,0.0330644,6.24613
309512,0,25465.5,5637.52,2171.03,25465.2,5641.72,2186.94,57.7698,7.69467,66.8343,2.53511,0.0330044,4.40752
309811,0,25153.3,6012.98,5240.72,25145.5,6078.87,5261.21,50.5527,3.71098,107.83,0.764245,0.0262289,7.63652
310528,0,28737.5,22023.0,34743.4,28733.6,22027.8,34744.5,44.2455,7.17425,61.258,1.78583,0.0266808,4.47228
311047,0,34840.0,21545.2,2558.69,34837.4,21544.3,2559.53,65.9829,6.81676,65.5642,3.85668,0.0223974,4.04772
311742,0,1685.57,19575.2,15728.1,1682.03,19578.3,15721.9,64.2645,8.872,68.1723,2.88685,0.0240495,6.24811
312049,0,25261.0,30793.2,4876.99,25260.2,30797.5,4869.01,62.7117,9.48943,79.9216,2.13121,0.0249797,6.08447
312464,0,17454.3,6532.11,24362.9,17457.8,6531.16,24364.6,52.4992,7.54049,62.2193,1.98998,0.0218125,6.43598
312465,0,17693.8,6466.71,24529.1,17691.8,6467.95,24527.8,9.51059,1.02751,33.596,0.19138,0.0123728,0.945846
312831,0,3916.8,19243.5,13588.7,3983.0,19234.8,13594.7,42.039,7.59145,89.5673,0.552863,0.0105605,6.5106
313254,0,2162.99,5084.49,25770.6,2157.02,5086.12,25771.9,48.3886,9.23977,62.5237,2.20229,0.0259063,5.75748
313952,0,7170.56,23103.8,18998.1,7168.32,23113.5,18999.6,53.3289,7.12357,66.6043,1.81298,0.0341072,6.64977
314352,0,15830.2,27568.3,27186.8,15832.9,27566.5,27183.5,34.7796,6.84883,70.9571,0.768029,0.0206752,3.88315
314353,0,15401.4,27742.4,26951.2,15411.0,27740.1,26956.8,24.002,2.5165,49.0144,0.608261,0.0313859,2.2879
314866,0,28969.8,6769.56,3104.28,28981.5,6772.55,3098.93,53.3992,8.66154,62.986,2.14401,0.034298,5.5632
315519,0,18347.3,19914.4,12355.1,18354.0,19909.6,12343.2,55.019,4.73824,74.6513,1.53188,0.0358654,5.92552
316213,0,7406.1,22908.0,1032.41,7416.36,22905.9,1034.65,56.1346,8.9457,70.5645,1.6847,0.0161679,7.85582
317082,0,7851.25,3952.16,33041.1,7843.28,3943.92,33044.8,55.1762,5.06737,55.169,3.03953,0.0329823,4.16558
318476,0,21952.4,16553.8,6127.15,21944.1,16548.5,6137.05,50.6961,4.09056,71.9769,2.48221,0.0351461,4.11433
318883,0,18781.6,23780.4,2050.31,18780.4,23782.9,2039.92,56.9163,9.89192,65.6768,2.18543,0.0274143,5.84387
319307,0,9896.1,19195.0,26833.1,9896.82,19187.3,26834.9,55.0548,9.89025,61.2783,2.56931,0.0213227,6.0875
319559,0,18667.0,15279.5,7992.88,18667.0,15277.0,7996.96,59.7873,8.74226,62.2569,2.87135,0.0190091,3.93248
320809,0,25001.6,27786.9,22059.4,25002.7,27786.0,22064.8,56.9549,5.95081,73.6995,2.04556,0.0268252,5.70934
321183,0,14137.6,5191.26,31884.9,14135.1,5185.98,31897.9,49.3093,6.69014,63.2194,1.72426,0.0274796,5.47803
321473,0,33858.5,30410.5,15244.1,33863.8,30404.1,15248.3,50.8627,8.32939,74.0263,1.52636,0.0192069,5.3518
322213,0,107.994,4622.72,21711.5,109.663,4615.69,21715.8,37.8267,6.7899,64.1707,1.05126,0.0185012,4.4196
322214,0,131.92,4387.8,21880.6,130.274,4397.13,21877.2,10.1942,1.6883,34.7615,0.197635,0.00983215,1.3962
323149,0,31870.0,29840.4,22809.2,31871.4,29844.6,22811.1,50.9048,8.76986,65.6363,1.80006,0.0326755,6.0874
323447,0,23311.3,26447.5,11017.3,23312.9,26441.1,11026.2,59.4137,4.37013,84.0568,2.09271,0.0337155,5.19181
324164,0,9417.98,9959.14,3085.32,9413.54,9965.36,3087.22,51.3033,7.89517,61.7412,2.49899,0.0251197,5.74173
324411,0,8902.71,34912.1,21545.7,8905.6,34910.7,21538.9,51.0061,4.89738,83.1767,0.948225,0.0113942,6.14988
324875,0,9938.44,29513.0,26365.1,9969.78,29509.5,26388.7,34.1791,2.19283,75.214,0.310737,0.0164386,4.17635
324876,0,9721.82,29526.5,26616.4,9724.02,29528.2,26608.9,11.6641,1.38129,40.8754,0.17729,0.0107273,1.32054
325334,0,20061.3,19827.9,19657.4,20059.3,19827.9,19642.8,51.5052,9.24881,67.7782,2.28911,0.028958,5.3938
325720,0,24600.7,12875.1,4315.35,24618.7,12861.2,4319.26,46.5521,6.8281,81.8117,1.15409,0.0235938,6.00076
326115,0,1759.92,26683.5,25039.9,1763.45,26683.7,25039.6,16.0224,2.18272,36.91,0.805435,0.0314305,1.38182
326116,0,1561.8,26778.1,25083.3,1545.66,26756.5,25093.8,13.4847,2.43571,48.1787,0.268172,0.0113176,1.97049
326577,0,7756.17,23250.2,15468.3,7751.66,23250.7,15482.7,49.2107,6.87533,53.6266,1.3538,0.0225452,4.71938
327141,0,13309.5,969.489,14150.0,13311.0,965.523,14144.5,57.1468,4.02935,59.5472,2.88918,0.0270879,3.5654
327326,0,34129.5,5903.34,27292.8,34120.7,5886.72,27282.3,50.9528,4.00904,82.8692,1.30198,0.0338912,5.74717
327781,0,33609.2,435.245,8738.92,33614.5,447.51,8745.94,54.7158,5.1826,76.103,1.64441,0.0298247,4.8539
328190,0,1790.05,28221.8,19463.4,1806.65,28229.9,19463.8,48.0687,4.18193,83.3414,1.1207,0.0210424,5.12983
328505,0,22014.0,19766.4,15850.5,22009.0,19772.9,15843.7,28.7419,5.72792,57.51,1.16818,0.0223399,2.24945
328506,0,21830.5,20020.6,15793.6,21830.6,20019.9,15793.7,13.4412,3.63876,27.7083,0.771518,0.0218148,1.2791
329250,0,2837.3,21252.7,5083.03,2833.61,21252.3,5088.65,56.9846,1.42728,59.8142,2.59112,0.0,2.73686
329861,0,26045.6,21330.2,34994.2,26044.7,21346.5,34994.1,41.5744,3.62259,76.0617,1.05317,0.0267871,4.88509
330253,0,26796.6,9884.24,7640.65,26772.9,9889.33,7642.75,39.5001,3.97254,71.665,1.17899,0.0300759,4.16
330254,0,26631.8,9932.26,7672.66,26633.2,9931.88,7672.64,10.2498,3.56746,19.8565,0.703497,0.0200158,0.766346
330531,0,4401.11,26590.4,23210.5,4403.86,26588.6,23219.2,39.743,9.77379,50.1762,2.41026,0.0204712,5.13381
330763,0,20365.0,2817.08,814.216,20377.3,2805.48,825.746,23.1339,2.21892,76.2123,0.382529,0.0166595,2.89307
330764,0,20524.5,2707.77,935.066,20522.7,2707.5,936.18,8.48537,1.9417,28.6176,0.23617,0.0135415,0.999087
331278,0,29653.7,34220.9,7161.77,29662.0,34217.2,7164.07,40.7108,6.17698,67.8875,1.14725,0.0187482,5.77139
331570,0,30971.3,13236.5,6336.07,30961.9,13231.0,6339.59,46.7278,7.47127,74.2,1.27923,0.0287697,5.13308
331979,0,17726.7,30974.6,25617.7,17726.6,30970.5,25616.2,43.4896,8.0274,60.5549,1.47945,0.0244768,5.44054
332349,0,7110.75,3842.29,33030.0,7117.14,3844.0,33023.0,47.0658,9.55592,67.3326,1.32732,0.0169902,5.67994
332690,0,29829.8,31622.7,4806.71,29824.5,31625.4,4816.08,48.5933,7.76805,61.007,2.3458,0.0202781,3.1931
333225,0,21931.7,22707.9,30675.8,21918.8,22709.9,30661.0,50.4978,4.0666,69.7355,1.61162,0.0378374,5.01773
